iso_code,location,date,total_cases,new_cases
NPL,Nepal,2020-03-04,1.0,0.0
NPL,Nepal,2020-03-05,1.0,0.0
NPL,Nepal,2020-03-06,1.0,0.0
NPL,Nepal,2020-03-07,1.0,0.0
NPL,Nepal,2020-03-08,1.0,0.0
NPL,Nepal,2020-03-09,1.0,0.0
NPL,Nepal,2020-03-10,1.0,0.0
NPL,Nepal,2020-03-11,1.0,0.0
NPL,Nepal,2020-03-12,1.0,0.0
NPL,Nepal,2020-03-13,1.0,0.0
NPL,Nepal,2020-03-14,1.0,0.0
NPL,Nepal,2020-03-15,1.0,0.0
NPL,Nepal,2020-03-16,1.0,0.0
NPL,Nepal,2020-03-17,1.0,0.0
NPL,Nepal,2020-03-18,1.0,0.0
NPL,Nepal,2020-03-19,1.0,0.0
NPL,Nepal,2020-03-20,1.0,0.0
NPL,Nepal,2020-03-21,1.0,0.0
NPL,Nepal,2020-03-22,1.0,0.0
NPL,Nepal,2020-03-23,2.0,1.0
NPL,Nepal,2020-03-24,2.0,0.0
NPL,Nepal,2020-03-25,3.0,1.0
NPL,Nepal,2020-03-26,3.0,0.0
NPL,Nepal,2020-03-27,4.0,1.0
NPL,Nepal,2020-03-28,5.0,1.0
NPL,Nepal,2020-03-29,5.0,0.0
NPL,Nepal,2020-03-30,5.0,0.0
NPL,Nepal,2020-03-31,5.0,0.0
NPL,Nepal,2020-04-01,5.0,0.0
NPL,Nepal,2020-04-02,6.0,1.0
NPL,Nepal,2020-04-03,6.0,0.0
NPL,Nepal,2020-04-04,9.0,3.0
NPL,Nepal,2020-04-05,9.0,0.0
NPL,Nepal,2020-04-06,9.0,0.0
NPL,Nepal,2020-04-07,9.0,0.0
NPL,Nepal,2020-04-08,9.0,0.0
NPL,Nepal,2020-04-09,9.0,0.0
NPL,Nepal,2020-04-10,9.0,0.0
NPL,Nepal,2020-04-11,9.0,0.0
NPL,Nepal,2020-04-12,12.0,3.0
NPL,Nepal,2020-04-13,14.0,2.0
NPL,Nepal,2020-04-14,16.0,2.0
NPL,Nepal,2020-04-15,16.0,0.0
NPL,Nepal,2020-04-16,16.0,0.0
NPL,Nepal,2020-04-17,30.0,14.0
NPL,Nepal,2020-04-18,31.0,1.0
NPL,Nepal,2020-04-19,31.0,0.0
NPL,Nepal,2020-04-20,31.0,0.0
NPL,Nepal,2020-04-21,43.0,12.0
NPL,Nepal,2020-04-22,45.0,2.0
